exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,lockdown_level,country,province,start_date
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Newport City Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Norfolk,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,North East Lincolnshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,North Lincolnshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,North Somerset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,North Tyneside,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,North Yorkshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Northamptonshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Northumberland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Nottingham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Nottinghamshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Oldham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Oxfordshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Pembrokeshire County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Peterborough,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Plymouth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Portsmouth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Powys,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Powys County Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Reading,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Redbridge,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Redcar and Cleveland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Resident outside Wales,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Residential area to be confirmed,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Rhondda Cynon Taf County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Richmond upon Thames,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Rochdale,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Rotherham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Rutland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Salford,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Sandwell,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Sefton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Sheffield,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Shetland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Shropshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Slough,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Solihull,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Somerset,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,South Gloucestershire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,South Tyneside,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Southampton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Southend-on-Sea,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Southwark,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,St. Helens,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Staffordshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Stockport,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Stockton-on-Tees,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Stoke-on-Trent,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Suffolk,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Sunderland,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Surrey,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Sutton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Swansea Bay,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Swindon,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Tameside,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Tayside,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Telford and Wrekin,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Thurrock,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,To be confirmed,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Torbay,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Torfaen County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Total:,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Tower Hamlets,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Trafford,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Vale of Glamorgan Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wakefield,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wales,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Walsall,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Waltham Forest,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wandsworth,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Warrington,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Warwickshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,West Berkshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,West Sussex,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Westminster,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wigan,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wiltshire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Windsor and Maidenhead,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wirral,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wokingham,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wolverhampton,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Worcestershire,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Wrexham County Borough Council,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,York,2020-03-15 00:00:00
True,False,False,True,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,all,2020-03-15 00:00:00
True,True,True,False,False,False,1,1,0,,100,True,0,False,False,False,False,False,3,Denmark,all,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,,False,0,False,False,False,False,False,3,Spain,Asturias,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,,False,0,False,False,False,False,False,3,Spain,Basque,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,,False,0,False,False,False,False,False,3,Spain,Cantabria,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,1000,False,0,False,False,False,False,False,3,Spain,Catalunya,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,,False,0,False,False,False,False,False,3,Spain,Galicia,2020-03-14 00:00:00
True,False,True,False,False,False,2,2,0,,,False,0,False,False,False,False,False,3,Spain,Murcia,2020-03-14 00:00:00
True,False,True,False,False,False,1,1,0,1,250,False,0,True,True,False,False,False,3,United States of America,Washington,2020-03-14 00:00:00
True,True,True,False,False,False,1,1,0,,100,False,0,False,False,False,False,False,3,Denmark,all,2020-03-13 00:00:00
True,True,True,True,False,False,0,0,0,1,100,False,0,False,True,False,False,False,2,France,Haute-Savoie,2020-03-13 00:00:00
True,True,True,True,False,False,0,0,0,1,100,False,0,False,True,False,False,False,2,France,all,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Baden-Wֳ¼rttemberg,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Baden-Wֳ¼rttemֲ­berg,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Bavaria,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Bayern,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Berlin,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Brandenburg,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Bremen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Hamburg,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Hessen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Mecklenburg-Vorpommern,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Mecklenburg-Vorֲ­pommern,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Niedersachsen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Nordrhein-Westfalen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Nordrhein-Westֲ­falen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Repatriierte,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Rheinland-Pfalz,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Rheinֲ­land-Pfalz,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Saarland,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Sachsen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Sachsen-Anhalt,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Schleswig-Holstein,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Schlesֲ­wig-Holstein,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,Thֳ¼ringen,2020-03-13 00:00:00
True,True,True,False,False,False,0,0,0,,2,False,0,False,False,False,False,False,2,Germany,all,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Aneurin Bevan,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Ayrshireֲ and Arran,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Barking and Dagenham,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Barnet,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Barnsley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bath and North East Somerset,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bedford,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Betsi Cadwaladr,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bexley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Birmingham,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Blackburn with Darwen,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Blackpool,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Blaenau Gwent County Borough Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bolton,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Borders,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,"Bournemouth, Christchurch and Poole",2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bracknell Forest,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bradford,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Brent,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bridgend County Borough Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Brighton and Hove,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,"Bristol, City of",2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bromley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Buckinghamshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Bury,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Caerphilly County Borough Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Calderdale,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cambridgeshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Camden,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cardiff and Vale,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Carmarthenshire County Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Central Bedfordshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Ceredigion County Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cheshire East,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cheshire West and Chester,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,City and County of Swansea,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,City of Cardiff Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Conwy County Borough Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cornwall and Isles of Scilly,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,County Durham,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Coventry,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Croydon,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cumbria,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Cwm Taf,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Darlington,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Denbighshire County Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Derby,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Derbyshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Devon,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Doncaster,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Dorset,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Dudley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Dumfries and Galloway,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Ealing,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,East Riding of Yorkshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,East Sussex,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Enfield,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Essex,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Fife,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Flintshire County Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Forth Valley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Gateshead,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Gloucestershire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Grampian,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Greater Glasgow and Clyde,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Greenwich,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Gwynedd Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hackney and City of London,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Halton,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hammersmith and Fulham,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hampshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Haringey,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Harrow,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hartlepool,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Havering,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,"Herefordshire, County of",2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hertfordshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Highland,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hillingdon,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hounslow,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Hywel Dda,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Isle of Anglesey County Council,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Isle of Wight,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Islington,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Kensington and Chelsea,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Kent,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,"Kingston upon Hull, City of",2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Kingston upon Thames,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Kirklees,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Knowsley,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Lambeth,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Lanarkshire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Lancashire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Leeds,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Leicester,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Leicestershire,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Lewisham,2020-03-13 00:00:00
True,False,False,False,False,False,1,0,0,,,False,0,False,False,False,False,False,3,United Kingdom,Lincolnshire,2020-03-13 00:00:00
